response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
4274,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,34,Male,6,EBC,1.427320774
4275,5-24-2017,Urban,Graduate,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Dissatisfied,Fully Dissatisfied,29,Male,94,SC,2.86393712
4276,5-24-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",BJP,RJD,Fully Satisfied,Fully Satisfied,22,Male,96,Gen,0.073243695
4277,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RLSP,RJD,Fully Dissatisfied,Somewhat Satisfied,38,Male,21,BC,2.093221861
4278,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",Plurals,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,92,Gen,0.148681754
4279,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,18,Gen,0.178431001
4280,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JAP(L),BJP,Somewhat Satisfied,Somewhat Dissatisfied,22,Male,124,SC,1.677345347
4281,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,130,BC,0.802156196
4282,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,23,Male,10,EBC,0.705007896
4283,5-24-2017,Rural,Professional Education,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,17,BC,0.509567702
4284,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),JAP(L),Somewhat Satisfied,Fully Dissatisfied,25,Male,16,Gen,0.348652969
4285,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",Plurals,BJP,Somewhat Satisfied,Fully Dissatisfied,32,Male,96,Gen,0.113681347
4286,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),BJP,Somewhat Dissatisfied,Somewhat Satisfied,25,Male,8,BC,0.204097799
4287,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Plurals,BJP,Somewhat Satisfied,Fully Dissatisfied,28,Male,89,Gen,0.169592833
4288,5-24-2017,Rural,Professional Education,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,22,Male,126,BC,0.283317351
4289,5-24-2017,Urban,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,63,Male,94,Gen,2.046101707
4290,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Somewhat Satisfied,26,Male,88,BC,0.802156196
4291,5-24-2017,Rural,Professional Education,"₹ 50,000 - ₹ 80,000",BJP,JD(U),Somewhat Satisfied,Fully Satisfied,31,Male,130,BC,0.509567702
4292,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Left Front,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,19,BC,1.082458471
4293,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",RJJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,89,Gen,0.073243695
4294,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",INC,INC,Fully Dissatisfied,Fully Satisfied,27,Male,8,Gen,0.148681754
4295,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BSP,BJP,Somewhat Satisfied,Fully Satisfied,25,Male,24,BC,0.283317351
4296,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,18,EBC,0.671336719
4297,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,31,Male,90,BC,0.509567702
4298,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Somewhat Dissatisfied,25,Male,97,Gen,0.428194874
4299,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",AIMIM,RJD,Fully Dissatisfied,Fully Dissatisfied,28,Male,25,Gen,1.647092391
4300,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",NOTA,RJD,Somewhat Dissatisfied,Fully Dissatisfied,32,Male,15,BC,0.439736118
4301,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Fully Satisfied,Somewhat Dissatisfied,26,Male,88,Gen,0.315859064
4302,5-24-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",RJD,RJD,Somewhat Satisfied,Somewhat Dissatisfied,27,Male,21,BC,0.802156196
4303,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,29,Male,17,Gen,0.276942289
4304,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,18,Gen,0.276942289
4305,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Can’t say,28,Male,10,Gen,0.300413108
4306,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,29,Male,3,Gen,0.169592833
4307,5-24-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,35,Male,94,Gen,0.352945042
4308,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,40,Male,128,BC,0.814224002
4309,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),RJD,Fully Dissatisfied,Fully Satisfied,32,Male,128,BC,0.802156196
4310,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Can’t say,20,Male,123,BC,0.516820791
4311,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RLSP,BJP,Can’t say,Fully Dissatisfied,25,Male,7,BC,0.283317351
4312,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,36,Male,25,Gen,0.113681347
4313,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,30,Male,89,Gen,0.113681347
4314,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,Others,Fully Dissatisfied,Somewhat Dissatisfied,20,Male,13,BC,0.328309105
4315,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",JD(U),JD(U),Fully Satisfied,Somewhat Dissatisfied,18,Male,28,BC,1.457568818
4316,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",INC,INC,Somewhat Satisfied,Somewhat Dissatisfied,52,Male,14,BC,0.773620571
4317,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",Left Front,Did not vote,Somewhat Satisfied,Fully Dissatisfied,22,Male,10,EBC,0.095009895
4318,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,LJP,Fully Dissatisfied,Somewhat Dissatisfied,50,Male,126,Gen,3.852836342
4319,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Fully Satisfied,32,Male,17,BC,0.802156196
4320,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,92,SC,6.894406188
4321,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,24,Male,15,Gen,0.328309105
4322,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,41,Male,126,Gen,1.605496674
4323,5-24-2017,Rural,Professional Education,"₹ 10,000 - ₹ 20,000",RJD,RJD,Somewhat Satisfied,Can’t say,32,Male,95,Gen,1.647092391
4324,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,29,Male,9,Gen,5.605628355
4325,5-24-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,23,Male,22,Gen,0.178431001
4326,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Can’t say,52,Male,90,Gen,1.581541141
4327,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,27,Gen,0.073243695
4328,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,Did not vote,Fully Dissatisfied,Somewhat Satisfied,23,Female,125,Gen,0.073243695
4329,5-24-2017,Rural,Professional Education,"₹ 1,50,000 & above",Plurals,Others,Somewhat Satisfied,Fully Dissatisfied,30,Male,91,Gen,0.113681347
4330,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,24,Male,14,BC,0.227398774
4331,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,HAM,Fully Satisfied,Somewhat Satisfied,24,Male,95,Gen,0.428194874
4332,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RLSP,BJP,Fully Dissatisfied,Somewhat Dissatisfied,25,Male,123,BC,0.283317351
4333,5-24-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,20,Male,27,BC,0.516820791
4334,5-24-2017,Rural,8th Pass,"₹ 20,000 - ₹ 30,000",RLSP,BJP,Fully Satisfied,Fully Satisfied,30,Male,90,BC,0.316779659
4335,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,27,Male,1,Gen,0.276942289
4336,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,40,Male,16,Gen,0.113681347
4337,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Somewhat Dissatisfied,Fully Dissatisfied,32,Male,17,BC,0.509567702
4338,5-24-2017,Urban,12th Pass,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,65,Male,94,Gen,0.983167756
4339,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Satisfied,41,Male,28,Gen,0.659036308
4340,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,24,Male,15,BC,3.611647329
4341,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,43,Male,16,EBC,17.49638267
4342,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,17,Gen,0.073243695
4343,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",NOTA,Did not vote,Fully Dissatisfied,Fully Dissatisfied,29,Male,10,Gen,0.352945042
4344,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Somewhat Satisfied,Somewhat Dissatisfied,30,Male,18,BC,1.647092391
4345,5-24-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Somewhat Satisfied,Somewhat Satisfied,45,Male,126,BC,2.890909313
4346,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,19,Male,23,Gen,0.428194874
4347,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,91,BC,0.328309105
4348,5-24-2017,Urban,Professional Education,"₹ 80,000 - ₹ 1,50,000",AIMIM,NOTA,Somewhat Satisfied,Fully Dissatisfied,24,Male,124,EBC,1.061204286
4349,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,45,Male,94,Gen,0.983167756
4350,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,37,Male,91,Gen,0.169592833
4351,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),JD(U),Somewhat Satisfied,Somewhat Satisfied,25,Male,6,EBC,3.611647329
4352,5-24-2017,Rural,10th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,45,Male,16,Gen,0.659036308
4353,5-24-2017,Rural,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,36,Male,124,Gen,0.276942289
4354,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,95,Gen,0.352945042
4355,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",JAP(L),JD(U),Somewhat Satisfied,Somewhat Dissatisfied,35,Male,129,BC,0.185243394
4356,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,37,Female,16,EBC,1.100796245
4357,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,32,Male,25,BC,0.88015958
4358,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,38,Male,94,EBC,0.817159031
4359,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,30,Male,15,EBC,1.04631129
4360,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,20,Male,8,BC,1.457568818
4361,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,36,Male,89,BC,0.814224002
4362,5-24-2017,Rural,Professional Education,"BPL/Below ₹ 5,000",Others,Others,Somewhat Dissatisfied,Fully Dissatisfied,35,Male,125,BC,3.875850563
4363,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Others,NOTA,Fully Dissatisfied,Fully Dissatisfied,18,Male,95,BC,0.694207781
4364,5-24-2017,Urban,Professional Education,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,35,Male,19,BC,0.316779659
4365,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RLSP,INC,Somewhat Dissatisfied,Somewhat Dissatisfied,40,Male,7,BC,1.055269266
4366,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Satisfied,Somewhat Satisfied,20,Male,125,BC,1.419537767
4367,5-24-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Dissatisfied,Somewhat Satisfied,48,Male,16,BC,7.082986341
4368,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,24,Male,92,Gen,0.073243695
4369,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,30,Male,20,Gen,0.300413108
4370,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,50,Male,97,Gen,0.659036308
4371,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,24,Gen,0.227398774
4372,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,Did not vote,Somewhat Dissatisfied,Can’t say,23,Male,28,EBC,0.127619882
4373,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,INC,Somewhat Satisfied,Fully Satisfied,22,Male,8,Gen,3.611647329
4374,5-24-2017,Rural,Post - Graduation,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,37,Male,95,Gen,0.113681347
4375,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,37,Male,30,BC,0.802156196
4376,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,23,Male,27,Gen,1.425438537
4377,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",VIP,RJD,Fully Dissatisfied,Fully Satisfied,30,Male,17,EBC,0.601273658
4378,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JAP(L),Did not vote,Somewhat Satisfied,Fully Dissatisfied,24,Male,124,Gen,0.377291362
4379,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,47,Male,94,Gen,0.983167756
4380,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",INC,JD(U),Fully Dissatisfied,Fully Dissatisfied,32,Male,7,EBC,2.907133968
4381,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,39,Male,90,Gen,0.276942289
4382,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,31,Male,16,Gen,0.113681347
4383,5-24-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,30,Male,7,Gen,1.041979963
4384,5-24-2017,Rural,8th Pass,"₹ 10,000 - ₹ 20,000",JD(U),RJD,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,26,Gen,1.04631129
4385,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,LJP,Somewhat Dissatisfied,Fully Dissatisfied,25,Male,125,EBC,1.611059401
4386,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,34,Female,125,Gen,0.113681347
4387,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Satisfied,Fully Satisfied,25,Male,5,BC,0.060354796
4388,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,25,Male,93,Gen,0.178431001
4389,5-24-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",AAP,BJP,Fully Dissatisfied,Fully Satisfied,19,Male,91,Gen,0.073243695
4390,5-24-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Satisfied,31,Male,128,BC,0.802156196
4391,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,21,Male,28,EBC,0.283317351
4392,5-24-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,31,Male,97,Gen,0.113681347
4393,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,BJP,Somewhat Satisfied,Somewhat Satisfied,30,Male,129,Gen,0.664600142
4394,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,32,Male,3,Gen,0.980643647
4395,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Satisfied,35,Male,92,Gen,0.276942289
4396,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,26,Male,30,Gen,0.113681347
4397,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",AAP,JD(U),Fully Dissatisfied,Fully Dissatisfied,44,Male,30,Gen,0.887788871
4398,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,21,EBC,0.093676521
4399,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,25,Male,20,Gen,1.061204286
4400,5-24-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,36,Male,17,EBC,1.424542222
4401,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,19,Male,11,Gen,0.227398774
4402,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Somewhat Dissatisfied,Somewhat Dissatisfied,28,Male,16,EBC,0.43894485
4403,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Satisfied,52,Male,24,BC,5.102482839
4404,5-24-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Somewhat Satisfied,Fully Satisfied,26,Male,96,BC,0.509567702
4405,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,RJD,Somewhat Dissatisfied,Fully Dissatisfied,22,Male,88,BC,1.562809531
4406,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,34,Male,125,EBC,0.817159031
4407,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",RLSP,JD(U),Fully Dissatisfied,Fully Satisfied,33,Male,28,BC,0.69222804
4408,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",Plurals,JD(U),Fully Dissatisfied,Fully Dissatisfied,27,Male,28,Gen,0.807291943
4409,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,30,Male,11,EBC,1.647092391
4410,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",Plurals,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,94,Gen,0.178431001
4411,5-24-2017,Urban,Illiterate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,42,Male,19,BC,0.543063841
4412,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,36,Male,17,BC,0.509567702
4413,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",Left Front,Did not vote,Fully Dissatisfied,Fully Satisfied,20,Male,8,Gen,1.425438537
4414,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,53,Male,16,Gen,1.581541141
4415,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Satisfied,45,Male,92,ST,8.053303584
4416,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Somewhat Satisfied,Fully Satisfied,20,Male,17,BC,0.138303611
4417,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,RJD,Fully Dissatisfied,Somewhat Satisfied,31,Male,91,Gen,0.113681347
4418,5-24-2017,Urban,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,43,Male,94,Gen,0.659036308
4419,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,31,Male,125,BC,1.953957225
4420,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Fully Satisfied,Somewhat Satisfied,28,Male,125,BC,2.262288743
4421,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,LJP,Fully Dissatisfied,Fully Dissatisfied,42,Male,127,Gen,3.852836342
4422,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,26,Male,27,BC,0.509567702
4423,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,24,Male,25,BC,0.283317351
4424,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",AAP,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,18,EBC,1.041979963
4425,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,Did not vote,Somewhat Satisfied,Fully Dissatisfied,21,Male,5,Gen,0.227398774
4426,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,125,BC,0.516820791
4427,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,28,Male,22,Gen,0.276942289
4428,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Can’t say,Fully Dissatisfied,28,Male,4,Gen,0.352945042
4429,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",NOTA,JD(U),Somewhat Satisfied,Fully Dissatisfied,24,Male,123,EBC,0.52648696
4430,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,19,BC,0.431563663
4431,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,23,Others,8,Gen,0.227398774
4432,5-24-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Can’t say,Can’t say,18,Male,17,BC,0.060354796
4433,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),BJP,Fully Satisfied,Somewhat Satisfied,50,Male,6,BC,0.543063841
4434,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,10,Gen,0.352945042
4435,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JAP(L),LJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,123,SC,2.481376887
4436,5-24-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Can’t say,Can’t say,32,Male,94,Gen,0.113681347
